Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ROC_Activity_Hdb_1979,,,2019-06-28 17:55:31,2019-06-28 17:55:36,5.306s,PASSED
,,,,,,
Test Cases/ROC_Activity_Hdb_1979/Roc_hogan_connector_activity_Hdb_1979,,,2019-06-28 17:55:31,2019-06-28 17:55:36,4.864s,PASSED
"response = sendRequest(findTestObject(""ROC_Activity_Hdb_1979/Roc_hogan_connector_activity_Hdb_1979""))",,,2019-06-28 17:55:32,2019-06-28 17:55:35,3.029s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.016s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].action"", ""FileWrite"")",,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.085s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].annKeyword"", ""ActivityID"")",,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.023s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].read"", ""true"")",,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.036s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].annText"", ""1979 NAF SEQ READ FOR UPD"")",,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.039s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].value"", ""NAF"")",,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.028s,PASSED
"verifyElementPropertyValue(response, ""results[0].resolutions[0].resources[0].resourceType"", ""File"")",,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.063s,PASSED
slurper = new groovy.json.JsonSlurper(),,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.000s,PASSED
result = slurper.parseText(response.getResponseBodyContent()),,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.016s,PASSED
activityid = annText,,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.000s,PASSED
"str = activityid.split("" "")",,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.000s,PASSED
activity_id = str[0],,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.000s,PASSED
"println(""activity_id:- "" + activity_id)",,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.018s,PASSED
DataBase_Name = value,,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.000s,PASSED
"activity_url = ""http://localhost:9090/hogan-connector/activity/000000"" + activity_id",,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.016s,PASSED
"println(""activity_url is :- "" + activity_url)",,,2019-06-28 17:55:35,2019-06-28 17:55:35,0.000s,PASSED
"callTestCase(findTestCase(""ROC_Activity_Hdb_1979/Activity_Controller_Verify_Response_1979""), [""URLS"":activity_url, ""D_Name"":DataBase_Name], CONTINUE_ON_FAILURE)",,,2019-06-28 17:55:35,2019-06-28 17:55:36,0.884s,PASSED
